기준연도,시도코드,시도명,대학구분명,대학교명,본분교구분명,설립형태구분명,평균입학금액,평균등록금액,데이터기준일자,제공기관코드,제공기관명
2023,11,서울특별시,전문대학,배화여자대학교,본교,사립,0,6038476.4,2023-10-31,B552529,한국장학재단
2023,45,전라북도,전문대학,백제예술대학교,본교,사립,0,7554456.9,2023-10-31,B552529,한국장학재단
2023,46,전라남도,전문대학,동아보건대학교,본교,사립,0,4907621.8,2023-10-31,B552529,한국장학재단
2023,46,전라남도,전문대학,한영대학교,본교,사립,0,5611605.4,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,전문대학,강원관광대학교,본교,사립,0,5487000,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,전문대학,삼육보건대학교,본교,사립,0,5794464.1,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학,가톨릭상지대학교,본교,사립,0,5840060.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학,안산대학교,본교,사립,0,6082384.1,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,전문대학,서영대학교,본교,사립,0,5551302.6,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학,장안대학교,본교,사립,0,6382692.2,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,전문대학,동주대학교,본교,사립,0,6015729.5,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학,선린대학교,본교,사립,0,5834875.2,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학,성운대학교,본교,사립,0,5084760.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학,한국관광대학교,본교,사립,0,6295502.2,2023-10-31,B552529,한국장학재단
2023,27,대구광역시,전문대학,수성대학교,본교,사립,0,5908989.1,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,전문대학,세경대학교,본교,사립,0,4977572.1,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,남부대학교,본교,사립,0,6545358.5,2023-10-31,B552529,한국장학재단
2023,46,전라남도,대학,목포가톨릭대학교,본교,사립,0,6539000,2023-10-31,B552529,한국장학재단
2023,48,경상남도,대학,부산장신대학교,본교,사립,0,5815144.8,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,예원예술대학교,본교,사립,0,8280374.5,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,예수대학교,본교,사립,0,6846217.6,2023-10-31,B552529,한국장학재단
2023,48,경상남도,대학,한국국제대학교,본교,사립,0,6428952.6,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,금강대학교,본교,사립,0,6598000,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,화성의과학대학교,본교,사립,0,6970514.2,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,경희사이버대학교,본교,사립,0,2774486.5,2023-10-31,B552529,한국장학재단
2023,41,경기도,원격대학,국제사이버대학교,본교,사립,0,2537681.6,2023-10-31,B552529,한국장학재단
2023,47,경상북도,원격대학,대구사이버대학교,본교,사립,0,2502473.7,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,원격대학,부산디지털대학교,본교,사립,0,2427851.1,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,사이버한국외국어대학교,본교,사립,0,2769655.2,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,서울사이버대학교,본교,사립,0,2716428.3,2023-10-31,B552529,한국장학재단
2023,47,경상북도,원격대학,영남사이버대학교,본교,사립,0,2071538.5,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,세종사이버대학교,본교,사립,0,2802355.6,2023-10-31,B552529,한국장학재단
2023,45,전라북도,원격대학,원광디지털대학교,본교,사립,0,2774568.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,한양사이버대학교,본교,사립,0,2797021.7,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,서울디지털대학교,본교,사립,0,2222454.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,한국열린사이버대학교,본교,사립,0,2199733.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,고려사이버대학교,본교,사립,0,2363260.5,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,숭실사이버대학교,본교,사립,0,2772244.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,원격대학,디지털서울문화예술대학교,본교,사립,0,2747345.5,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,원격대학,화신사이버대학교,본교,사립,0,2453018.2,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,중원대학교,본교,사립,0,7446498,2023-10-31,B552529,한국장학재단
2023,44,충청남도,원격대학,글로벌사이버대학교,본교,사립,0,2455661.3,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,순복음총회신학교,본교,사립,0,5720000,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,김천대학교,본교,사립,0,7114507.7,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,건국대학교(글로컬),분교,사립,0,8077126.5,2023-10-31,B552529,한국장학재단
2023,36,세종특별자치시,대학,고려대학교(세종),분교,사립,0,8473468.1,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,동국대학교(WISE),분교,사립,0,7938356.4,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,상명대학교,제2캠퍼,사립,0,8148712.9,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,연세대학교(미래),분교,사립,0,8525337,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,중앙대학교,제2캠퍼,사립,0,8745904.8,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,한양대학교(ERICA),분교,사립,0,8523387.9,2023-10-31,B552529,한국장학재단
2023,36,세종특별자치시,대학,홍익대학교,제2캠퍼,사립,0,8494783,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,가톨릭대학교,제2캠퍼,사립,0,9297662.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,가톨릭대학교,제3캠퍼,사립,0,6166000,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,건양대학교,제2캠퍼,사립,0,7225938.7,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,경기대학교,제2캠퍼,사립,0,7110009.1,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,명지대학교,제2캠퍼,사립,0,6994357.9,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,대학,안양대학교,제2캠퍼,사립,0,8114833.3,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,영산대학교,제2캠퍼,사립,0,6382437.2,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,이화여자대학교,본교,사립,0,8742198.2,2023-10-31,B552529,한국장학재단
2023,48,경상남도,대학,인제대학교,본교,사립,0,7275810.6,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,대학,인천가톨릭대학교,본교,사립,0,5446000,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,대학,인하대학교,본교,사립,0,7770596.8,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,한림대학교,본교,사립,0,7540804.3,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,경일대학교,본교,사립,0,7376018.7,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,장로회신학대학교,본교,사립,0,6657666.7,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,호남신학대학교,본교,사립,0,6802844.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,한국항공대학교,본교,사립,0,8510869,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,호원대학교,본교,사립,0,6952472.6,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,서울여자대학교,본교,사립,0,7593345.5,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,대구한의대학교,본교,사립,0,7270124,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,조선대학교,본교,사립,0,7109852,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,중부대학교,본교,사립,0,7246231.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,중앙대학교,본교,사립,0,7971001.1,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,청주대학교,본교,사립,0,7658347.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,추계예술대학교,본교,사립,0,8815847.9,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,극동대학교,본교,사립,0,7581231.5,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,한국침례신학대학교,본교,사립,0,6047489.1,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,칼빈대학교,본교,사립,0,7610777.8,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,포항공과대학교,본교,사립,0,5613500,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,평택대학교,본교,사립,0,7576066.1,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,가톨릭꽃동네대학교,본교,사립,0,7397203.7,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,강서대학교,본교,사립,0,7113430.5,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,한국성서대학교,본교,사립,0,7111109.9,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,한국기술교육대학교,본교,사립,0,4495823,2023-10-31,B552529,한국장학재단
2023,48,경상남도,대학,경남대학교,본교,사립,0,6535665.7,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,경성대학교,본교,사립,0,6576506.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,한성대학교,본교,사립,0,7778889.7,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,한신대학교,본교,사립,0,7246245.6,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,한양대학교,본교,사립,0,8556876.9,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,한일장신대학교,본교,사립,0,6428858.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,서울한영대학교,본교,사립,0,6979611.1,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,한서대학교,본교,사립,0,7970722.2,2023-10-31,B552529,한국장학재단
2023,46,전라남도,대학,동신대학교,본교,사립,0,6733888,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,한동대학교,본교,사립,0,7122950.6,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,동양대학교,본교,사립,0,7233405.2,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,청운대학교,본교,사립,0,7315198.1,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,대전대학교,본교,사립,0,7382966.7,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,호서대학교,본교,사립,0,7761283.8,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,광주대학교,본교,사립,0,6591901,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,홍익대학교,본교,사립,0,8397128.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,서울기독대학교,본교,사립,0,7468536.8,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,위덕대학교,본교,사립,0,7335518.7,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,가톨릭관동대학교,본교,사립,0,7185831.2,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,명지대학교,본교,사립,0,9157983.1,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,신라대학교,본교,사립,0,6771032.9,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,한라대학교,본교,사립,0,7157954.5,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,배재대학교,본교,사립,0,7282058,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,백석대학교,본교,사립,0,7917545.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,삼육대학교,본교,사립,0,7830281.1,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,협성대학교,본교,사립,0,7460013.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,상명대학교,본교,사립,0,7773461.1,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,상지대학교,본교,사립,0,7245283.6,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,서강대학교,본교,사립,0,7999995.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,서경대학교,본교,사립,0,7966241.6,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,서울신학대학교,본교,사립,0,7209330,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,서원대학교,본교,사립,0,6954290.4,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,대구가톨릭대학교,본교,사립,0,7257369.6,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,선문대학교,본교,사립,0,7598499.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,성결대학교,본교,사립,0,7251329,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,성공회대학교,본교,사립,0,7089424.7,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,차의과학대학교,본교,사립,0,7156300.6,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,성균관대학교,본교,사립,0,8448561.5,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,부산가톨릭대학교,본교,사립,0,6850820.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,성신여자대학교,본교,사립,0,7935790.4,2023-10-31,B552529,한국장학재단
2023,48,경상남도,대학,영산대학교,본교,사립,0,6729591.6,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,호남대학교,본교,사립,0,6580113.5,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,부산외국어대학교,본교,사립,0,6280816.8,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,광주여자대학교,본교,사립,0,6311352.6,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,숙명여자대학교,본교,사립,0,8137769.5,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,한세대학교,본교,사립,0,8154076,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,숭실대학교,본교,사립,0,7979922.7,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,중앙승가대학교,본교,사립,0,1760000,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,전주대학교,본교,사립,0,7021326.2,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,아신대학교,본교,사립,0,6568264.2,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,연세대학교,본교,사립,0,9203802,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,대구대학교,본교,사립,0,6922821.2,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,영남대학교,본교,사립,0,7461513.4,2023-10-31,B552529,한국장학재단
2023,46,전라남도,대학,영산선학대학교,본교,사립,0,2000000,2023-10-31,B552529,한국장학재단
2023,46,전라남도,대학,세한대학교,본교,사립,0,7090896.3,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,우석대학교,본교,사립,0,6937845.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,안양대학교,본교,사립,0,7622775.8,2023-10-31,B552529,한국장학재단
2023,31,울산광역시,대학,울산대학교,본교,사립,0,7333644.3,2023-10-31,B552529,한국장학재단
2023,45,전라북도,대학,원광대학교,본교,사립,0,7496519.5,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,경주대학교,본교,사립,0,7220826.8,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,대구예술대학교,본교,사립,0,8306676,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,을지대학교,본교,사립,0,10413966.7,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,목원대학교,본교,사립,0,7297250.1,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,감리교신학대학교,본교,사립,0,6470097,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,강남대학교,본교,사립,0,7535146.5,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,건국대학교,본교,사립,0,8322289.7,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,건양대학교,본교,사립,0,6418056.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,경기대학교,본교,사립,0,7369169.7,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,대학,경동대학교,본교,사립,0,6790844.2,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,가천대학교,본교,사립,0,8330044.3,2023-10-31,B552529,한국장학재단
2023,27,대구광역시,대학,계명대학교,본교,사립,0,7279405.2,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,고려대학교,본교,사립,0,8335433.9,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,고신대학교,본교,사립,0,6654016.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,수원대학교,본교,사립,0,7557824,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,경희대학교,본교,사립,0,7991355.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,서울장신대학교,본교,사립,0,7531198.2,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,대학,광신대학교,본교,사립,0,5967803.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,수원가톨릭대학교,본교,사립,0,5097000,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,광운대학교,본교,사립,0,7885046.1,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,국민대학교,본교,사립,0,7976046.1,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,유원대학교,본교,사립,0,7251422.9,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,나사렛대학교,본교,사립,0,7207400.9,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,단국대학교,본교,사립,0,8073410.7,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,용인대학교,본교,사립,0,7735746,2023-10-31,B552529,한국장학재단
2023,46,전라남도,대학,광주가톨릭대학교,본교,사립,0,0,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,영남신학대학교,본교,사립,0,6166000,2023-10-31,B552529,한국장학재단
2023,47,경상북도,대학,대신대학교,본교,사립,0,6545689.7,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,세종대학교,본교,사립,0,7944926.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,아주대학교,본교,사립,0,8312531.5,2023-10-31,B552529,한국장학재단
2023,43,충청북도,대학,세명대학교,본교,사립,0,6926387.6,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,한남대학교,본교,사립,0,7234996.1,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,대전신학대학교,본교,사립,0,5956000,2023-10-31,B552529,한국장학재단
2023,36,세종특별자치시,대학,대전가톨릭대학교,본교,사립,0,5760000,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,대진대학교,본교,사립,0,7256019.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,총신대학교,본교,사립,0,6973645.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,덕성여자대학교,본교,사립,0,7187575,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,동국대학교,본교,사립,0,8006759.3,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,동덕여자대학교,본교,사립,0,7456250.6,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,동명대학교,본교,사립,0,7058139.4,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,동서대학교,본교,사립,0,6907327.4,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,동아대학교,본교,사립,0,7078778.5,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,대학,우송대학교,본교,사립,0,7227701.9,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,대학,한국외국어대학교,본교,사립,0,7184492.4,2023-10-31,B552529,한국장학재단
2023,44,충청남도,대학,순천향대학교,본교,사립,0,7873074.9,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,대학,동의대학교,본교,사립,0,6616457.3,2023-10-31,B552529,한국장학재단
2023,41,경기도,대학,루터대학교,본교,사립,0,6334500,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,전문대학원,서울교육대학교,본교,국립,222000,4612156.8,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,전문대학원,서울과학기술대학교,본교,국립,22000,7097947.6,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,전문대학원,부경대학교,본교,국립,178000,7000000,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,전문대학원,부산대학교,본교,국립,146397.1,9232171.2,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,전문대학원,한국해양대학교,본교,국립,178500,5033508.8,2023-10-31,B552529,한국장학재단
2023,27,대구광역시,전문대학원,경북대학교,본교,국립,181777.8,9594583.4,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,전문대학원,인천대학교,본교,국립,485000,6608250,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,전문대학원,경인교육대학교,본교,국립,0,4331724.6,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,전문대학원,전남대학교,본교,국립,0,9615631.6,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,전문대학원,충남대학교,본교,국립,181000,8996705.4,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,전문대학원,한밭대학교,본교,국립,22300,4898000,2023-10-31,B552529,한국장학재단
2023,31,울산광역시,전문대학원,울산과학기술원,본교,국립,0,13000000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,국립암센터국제암대학원대학교,본교,국립,200000,9000000,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,전문대학원,강원대학교,본교,국립,178000,11570330.2,2023-10-31,B552529,한국장학재단
2023,43,충청북도,전문대학원,충북대학교,본교,국립,175000,9149176.4,2023-10-31,B552529,한국장학재단
2023,43,충청북도,전문대학원,한국교원대학교,본교,국립,88650,4813901,2023-10-31,B552529,한국장학재단
2023,43,충청북도,전문대학원,한국교통대학교,본교,국립,45000,5807739.2,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,공주대학교,본교,국립,179000,4052000,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,한국전통문화대학교(일반),본교,국립,0,3952666.6,2023-10-31,B552529,한국장학재단
2023,45,전라북도,전문대학원,전북대학교,본교,국립,178000,9736508.2,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학원,안동대학교,본교,국립,173400,5122200,2023-10-31,B552529,한국장학재단
2023,50,제주특별자치도,전문대학원,제주대학교,본교,국립,189153.8,8565882.4,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,전문대학원,서울시립대학교,본교,공립,196295.1,8856863,2023-10-31,B552529,한국장학재단
2023,43,충청북도,전문대학원,건국대학교(글로컬),분교,사립,1015000,24452000,2023-10-31,B552529,한국장학재단
2023,36,세종특별자치시,전문대학원,고려대학교(세종),분교,사립,1234000,13144000,2023-10-31,B552529,한국장학재단
2023,11,서울특별시,전문대학원,명지대학교,제2캠퍼,사립,930000,13096000,2023-10-31,B552529,한국장학재단
2023,51,강원특별자치도,전문대학원,강원대학교,제2캠퍼,국립,178000,6034000,2023-10-31,B552529,한국장학재단
2023,26,부산광역시,전문대학원,동아대학교,본교,사립,785857.1,13816486.4,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,전문대학원,성산효대학원대학교,본교,사립,720000,6716567.6,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,전문대학원,인하대학교,본교,사립,1041000,13870663.6,2023-10-31,B552529,한국장학재단
2023,28,인천광역시,전문대학원,주안대학원대학교,본교,사립,652000,6213942.8,2023-10-31,B552529,한국장학재단
2023,29,광주광역시,전문대학원,광주대학교,본교,사립,507142.9,7296571.4,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,전문대학원,건신대학원대학교,본교,사립,517833.3,6191838.2,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,전문대학원,한국침례신학대학교,본교,사립,826000,4320000,2023-10-31,B552529,한국장학재단
2023,30,대전광역시,전문대학원,과학기술연합대학원대학교,본교,사립,180000,5000000,2023-10-31,B552529,한국장학재단
2023,31,울산광역시,전문대학원,한국전력국제원자력대학원대학교,본교,사립,1000000,46650000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,강남대학교,본교,사립,0,0,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,경기대학교,본교,사립,888000,9080398.8,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,아주대학교,본교,사립,1025000,16126000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,대한신학대학원대학교,본교,사립,500000,6047311.8,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,서울신학대학교,본교,사립,901000,8282000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,성결대학교,본교,사립,0,0,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,차의과학대학교,본교,사립,983000,19974000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,웨스트민스터신학대학원대학교,본교,사립,654900,6387083.4,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,합동신학대학원대학교,본교,사립,760726.4,6778064,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,평택대학교,본교,사립,840000,8638000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,국제법률경영대학원대학교,본교,사립,0,7151283,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,온석대학원대학교,본교,사립,563768.1,5886500,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,성서침례대학원대학교,본교,사립,540000,5796161.6,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,에스라성경대학원대학교,본교,사립,425916.7,7190400,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,선학유피대학원대학교,본교,사립,600000,6150000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,실천신학대학원대학교,본교,사립,300000,6699166.6,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,제네바신학대학원대학교,본교,사립,0,5000000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,한국공학대학교,본교,사립,700000,9756000,2023-10-31,B552529,한국장학재단
2023,41,경기도,전문대학원,능인대학원대학교,본교,사립,520000,7288888.8,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,백석대학교,본교,사립,770000,8935702.2,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,선문대학교,본교,사립,0,0,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,한국기술교육대학교,본교,사립,257000,6306000,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,한서대학교,본교,사립,700000,9872000,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,호서대학교,본교,사립,780000,8870104,2023-10-31,B552529,한국장학재단
2023,44,충청남도,전문대학원,국제뇌교육종합대학원대학교,본교,사립,646000,7872104.8,2023-10-31,B552529,한국장학재단
2023,45,전라북도,전문대학원,원광대학교,본교,사립,885454.5,15146864.4,2023-10-31,B552529,한국장학재단
2023,45,전라북도,전문대학원,원불교대학원대학교,본교,사립,0,4000000,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학원,영남대학교,본교,사립,822000,16078000,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학원,포항공과대학교,본교,사립,898000,12919671.4,2023-10-31,B552529,한국장학재단
2023,47,경상북도,전문대학원,한동대학교,본교,사립,900000,17800000,2023-10-31,B552529,한국장학재단
